STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
5243,male,group B,some college,standard,none,married,sometimes,yes,6,private,72,76,72
5244,male,group C,master's degree,standard,none,married,sometimes,no,3,private,74,62,59
5245,male,group A,bachelor's degree,standard,completed,single,regularly,yes,1,private,67,74,75
5246,male,group C,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,53,35,38
5247,female,group B,some college,standard,completed,single,sometimes,yes,1,school_bus,48,50,53
5248,female,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,2,private,59,64,63
5249,male,group C,some college,standard,completed,widowed,sometimes,yes,2,private,62,59,60
5250,female,group B,associate's degree,standard,none,divorced,sometimes,yes,2,private,50,59,60
5251,female,group C,high school,standard,completed,single,regularly,no,4,school_bus,78,85,85
5252,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,1,private,19,36,32
5253,male,group B,high school,free/reduced,none,single,sometimes,yes,3,school_bus,49,56,48
5254,male,group C,some high school,free/reduced,completed,married,sometimes,yes,4,private,74,87,78
5255,male,group D,associate's degree,standard,none,married,regularly,yes,4,private,92,82,88
5256,male,group C,associate's degree,standard,completed,married,sometimes,no,4,school_bus,74,69,67
5257,male,group B,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,60,60,56
5258,male,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,5,private,73,70,70
5259,male,group C,some college,free/reduced,none,single,regularly,yes,2,school_bus,66,64,62
5260,male,group D,bachelor's degree,free/reduced,none,single,sometimes,no,1,private,71,81,76
5261,female,group A,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,91,98,94
5262,male,group B,some college,standard,none,divorced,never,yes,3,school_bus,27,28,19
5263,male,group D,some college,standard,completed,divorced,regularly,no,1,private,95,84,92
5264,male,group B,some college,standard,none,single,regularly,yes,3,school_bus,59,54,51
5265,male,group B,high school,free/reduced,none,single,sometimes,no,3,school_bus,71,70,66
5266,male,group C,some college,free/reduced,none,single,sometimes,no,1,private,62,52,52
5267,female,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,64,73,80
5268,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,private,71,80,82
5269,male,group C,high school,free/reduced,none,married,regularly,no,1,school_bus,56,55,51
5270,male,group C,some high school,free/reduced,none,married,never,yes,3,private,49,50,42
5271,female,group C,associate's degree,standard,none,married,sometimes,no,1,private,76,83,88
5272,male,group C,some college,standard,completed,married,regularly,yes,0,school_bus,78,74,80
5273,female,group C,high school,standard,none,married,regularly,yes,1,school_bus,83,78,81
5274,female,group C,high school,free/reduced,completed,single,sometimes,no,7,school_bus,65,77,73
5275,male,group A,high school,free/reduced,none,single,sometimes,yes,3,school_bus,25,25,23
5276,female,group A,master's degree,free/reduced,none,married,sometimes,no,2,private,48,73,72
5277,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,private,45,51,46
5278,male,group C,associate's degree,standard,none,married,sometimes,no,4,private,60,53,59
5279,female,group C,high school,standard,completed,divorced,regularly,yes,6,school_bus,81,90,85
5280,female,group B,some high school,free/reduced,none,single,sometimes,no,2,school_bus,46,65,62
5281,female,group E,master's degree,standard,completed,divorced,sometimes,yes,4,school_bus,70,78,82
5282,male,group D,some college,standard,none,married,regularly,yes,1,school_bus,93,83,88
5283,male,group D,bachelor's degree,standard,completed,single,sometimes,no,1,private,67,71,70
5284,female,group C,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,64,77,73
5285,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,3,private,56,71,71
5286,male,group D,high school,standard,completed,divorced,sometimes,no,3,private,70,70,69
5287,male,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,74,65,61
5288,male,group D,some college,free/reduced,none,single,sometimes,yes,0,school_bus,63,74,67
5289,male,group E,some high school,standard,completed,married,regularly,yes,0,school_bus,99,95,100
5290,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,38,41,36
5291,female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,62,79,75
5292,male,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,59,59,54
5293,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,63,81,75
5294,female,group C,some college,standard,none,married,regularly,yes,2,school_bus,63,67,60
5295,male,group E,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,78,69,63
5296,male,group E,some high school,free/reduced,none,divorced,sometimes,yes,4,school_bus,39,32,26
5297,male,group C,high school,standard,none,married,sometimes,yes,0,school_bus,68,71,66
5298,male,group B,associate's degree,free/reduced,completed,single,regularly,yes,4,school_bus,56,68,65
5299,female,group E,some college,standard,none,married,sometimes,yes,1,private,78,86,83
5300,male,group A,high school,standard,none,married,sometimes,no,3,private,78,70,70
5301,male,group D,some high school,standard,completed,single,regularly,yes,4,school_bus,63,46,49
5302,female,group C,some high school,standard,none,divorced,sometimes,yes,3,school_bus,64,78,74
5303,female,group E,some high school,standard,none,married,regularly,no,3,private,74,75,73
5304,female,group A,some college,standard,completed,married,regularly,yes,5,private,86,96,99
5305,female,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,private,58,70,70
5306,male,group C,associate's degree,free/reduced,none,married,regularly,yes,3,private,81,84,74
5307,female,group C,associate's degree,free/reduced,none,single,sometimes,no,4,private,41,63,62
5308,female,group D,high school,free/reduced,none,divorced,sometimes,no,1,private,59,75,62
5309,female,group C,high school,free/reduced,none,single,sometimes,yes,0,school_bus,33,49,46
5310,male,group D,some high school,standard,completed,married,never,yes,1,school_bus,66,64,63
5311,male,group D,some college,standard,none,married,regularly,yes,2,private,79,68,67
5312,male,group D,some college,free/reduced,completed,married,regularly,yes,3,school_bus,64,65,72
5313,female,group C,some college,standard,completed,divorced,sometimes,yes,3,private,78,82,87
5314,female,group E,master's degree,free/reduced,none,divorced,sometimes,yes,1,private,93,91,98
5315,female,group E,some high school,free/reduced,none,married,regularly,no,2,school_bus,53,54,52
5316,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,64,76,72
5317,female,group B,some high school,standard,none,married,regularly,yes,0,private,48,52,53
5318,female,group B,some college,free/reduced,none,divorced,sometimes,yes,1,private,59,73,70
5319,male,group D,some high school,free/reduced,none,married,sometimes,no,3,school_bus,64,70,67
5320,female,group E,master's degree,standard,completed,single,regularly,no,2,private,95,89,98
5321,female,group B,some college,standard,none,married,sometimes,yes,3,private,65,81,80
5322,female,group E,some high school,standard,completed,married,sometimes,no,1,school_bus,70,82,78
5323,female,group C,some college,standard,none,married,sometimes,no,3,school_bus,73,78,81
5324,male,group E,master's degree,free/reduced,none,single,sometimes,no,2,private,67,58,56
5325,male,group B,some high school,free/reduced,none,divorced,regularly,yes,0,private,55,44,36
5326,female,group D,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,61,83,82
5327,male,group E,some college,standard,none,married,never,yes,3,school_bus,99,90,89
5328,male,group C,some college,standard,none,divorced,sometimes,yes,3,school_bus,64,45,48
5329,female,group C,some high school,free/reduced,completed,married,sometimes,yes,2,private,71,84,83
5330,male,group E,some high school,free/reduced,none,married,regularly,yes,3,school_bus,66,67,54
5331,female,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,58,66,60
5332,male,group C,high school,standard,none,single,sometimes,yes,2,private,55,53,52
5333,female,group C,some college,standard,completed,divorced,regularly,yes,5,school_bus,80,85,96
5334,female,group B,some high school,standard,none,married,regularly,yes,1,school_bus,47,58,56
5335,male,group C,master's degree,free/reduced,completed,married,regularly,yes,4,private,79,85,85
5336,male,group C,some college,standard,none,single,never,yes,3,school_bus,64,76,70
5337,male,group C,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,26,19,19
5338,female,group C,high school,standard,completed,married,sometimes,yes,3,private,63,66,66
5339,female,group D,some college,standard,none,divorced,sometimes,yes,2,school_bus,70,78,85
5340,male,group A,master's degree,standard,none,married,sometimes,yes,4,private,90,86,78
5341,female,group B,bachelor's degree,free/reduced,completed,married,never,yes,2,school_bus,60,78,72
5342,female,group C,master's degree,standard,none,single,sometimes,yes,2,school_bus,73,73,73
5343,female,group E,bachelor's degree,standard,none,married,regularly,no,4,school_bus,74,79,77
5344,male,group E,some college,standard,completed,single,sometimes,yes,2,private,97,94,91
5345,male,group D,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,77,78,76
5346,male,group D,some college,standard,completed,married,regularly,yes,3,school_bus,66,58,60
5347,female,group C,some high school,standard,completed,divorced,sometimes,yes,1,private,58,71,70
5348,female,group B,some high school,standard,completed,married,sometimes,yes,2,school_bus,62,68,76
5349,male,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,83,85,82
5350,female,group D,high school,free/reduced,none,divorced,regularly,yes,3,private,73,91,84
5351,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,65,76,74
5352,male,group A,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,88,88,89
5353,female,group E,associate's degree,standard,completed,married,never,yes,2,school_bus,63,64,71
5354,female,group E,some college,standard,none,single,never,no,5,school_bus,67,73,70
5355,male,group D,some college,free/reduced,none,single,sometimes,no,1,private,55,59,52
5356,female,group D,some college,free/reduced,completed,married,sometimes,yes,0,private,77,88,92
5357,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,1,private,40,49,48
5358,female,group E,some high school,standard,completed,single,sometimes,yes,2,school_bus,92,89,88
5359,male,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,60,56,47
5360,female,group B,master's degree,standard,none,single,never,no,3,school_bus,72,73,77
5361,female,group B,some high school,free/reduced,completed,married,sometimes,yes,2,private,63,71,70
5362,male,group C,some college,standard,none,divorced,sometimes,yes,0,private,52,50,46
5363,male,group D,associate's degree,standard,completed,married,sometimes,yes,3,private,84,79,74
5364,female,group E,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,80,93,91
5365,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,64,75,71
5366,male,group A,master's degree,standard,completed,married,never,yes,2,school_bus,93,98,95
5367,female,group A,associate's degree,standard,none,married,sometimes,yes,4,school_bus,74,77,75
5368,female,group A,some college,free/reduced,none,married,sometimes,yes,3,school_bus,67,75,72
5369,male,group E,some college,free/reduced,completed,married,never,yes,1,private,61,59,53
5370,female,group D,master's degree,standard,completed,married,regularly,yes,1,private,84,89,97
